8753 47.22165486451306 39.709605909883976
12959 47.21536589472001 38.928521499037736
29031 57.18601280029056 39.42495547235012
29128 48.549181628778534 39.32629774516997
39047 46.77594 36.791796
41039 55.15998 61.447354
42511 55.750446107888905 37.61749427765608
42518 59.938732160030966 30.316228978335857
49536 59.92320975536724 30.382249541580677
50210 59.87390317513719 30.399663498920148
51511 48.5855 39.376293
51518 45.031042 35.374701
56649 47.9858820884029 29.2637998983264
59392 48.08142197918372 38.07458246173898
196665 60.042928965145215 30.403929443130153
197129 48.135147165182765 38.91989450901747
202279 48.000423 37.802373
206424 55.750446107888905 37.61749427765608
210071 55.750446107888905 37.61749427765608
44539 48.000811 37.793029
47235 48.006105 37.799983
196767 48.308326 37.994073
